time,symbol,side,price,volume,commission,pnl,tags
2026-03-04 02:00:00,rb888,sell,3067.0,1,3.067,0.0,
2026-03-04 13:00:00,rb888,buy,3081.0,1,3.081,-14.0,close
2026-03-05 01:15:00,rb888,buy,3089.0,1,3.089,0.0,
2026-03-05 01:45:00,rb888,sell,3075.0,1,3.075,-14.0,close
2026-03-05 02:00:00,rb888,sell,3075.0,1,3.075,0.0,
2026-03-05 05:30:00,rb888,buy,3087.0,1,3.087,-12.0,close
2026-03-06 01:15:00,rb888,buy,3084.0,1,3.084,0.0,
2026-03-06 13:00:00,rb888,sell,3092.0,1,3.092,8.0,close
2026-03-06 13:15:00,rb888,buy,3099.0,1,3.099,0.0,
2026-03-09 01:00:00,rb888,sell,3103.0,1,3.103,4.0,close
2026-03-09 01:45:00,rb888,buy,3132.0,1,3.132,0.0,
2026-03-09 05:30:00,rb888,sell,3111.0,1,3.111,-21.0,close
2026-03-10 01:45:00,rb888,sell,3093.0,1,3.093,0.0,
2026-03-10 03:15:00,rb888,buy,3107.0,1,3.107,-14.0,close
2026-03-10 14:00:00,rb888,sell,3100.0,1,3.1,0.0,
2026-03-11 01:00:00,rb888,buy,3109.0,1,3.109,-9.0,close
2026-03-11 05:30:00,rb888,buy,3114.0,1,3.1140000000000003,0.0,
2026-03-12 01:00:00,rb888,sell,3126.0,1,3.1260000000000003,12.0,close
2026-03-12 01:30:00,rb888,buy,3133.0,1,3.133,0.0,
2026-03-12 02:30:00,rb888,sell,3122.0,1,3.1220000000000003,-11.0,close
2026-03-13 02:45:00,rb888,buy,3149.0,1,3.149,0.0,
2026-03-13 03:15:00,rb888,sell,3143.0,1,3.1430000000000002,-6.0,close
2026-03-13 13:00:00,rb888,sell,3128.0,1,3.128,0.0,
2026-03-16 01:00:00,rb888,buy,3138.0,1,3.1380000000000003,-10.0,close
2026-03-16 01:30:00,rb888,buy,3138.0,1,3.1380000000000003,0.0,
2026-03-17 14:30:00,rb888,sell,3159.0,1,3.1590000000000003,21.0,close
2026-03-18 01:15:00,rb888,buy,3166.0,1,3.1660000000000004,0.0,
2026-03-18 01:45:00,rb888,sell,3154.0,1,3.1540000000000004,-12.0,close
2026-03-18 02:00:00,rb888,sell,3141.0,1,3.141,0.0,
2026-03-19 13:00:00,rb888,buy,3131.0,1,3.1310000000000002,10.0,close
2026-03-20 01:00:00,rb888,buy,3132.0,1,3.132,0.0,
2026-03-20 06:30:00,rb888,sell,3120.0,1,3.12,-12.0,close
2026-03-20 14:45:00,rb888,buy,3149.0,1,3.149,0.0,
2026-03-23 13:00:00,rb888,sell,3139.0,1,3.1390000000000002,-10.0,close
2026-03-23 13:15:00,rb888,sell,3139.0,1,3.1390000000000002,0.0,
2026-03-24 01:15:00,rb888,buy,3151.0,1,3.1510000000000002,-12.0,close
2026-03-24 01:30:00,rb888,buy,3154.0,1,3.1540000000000004,0.0,
2026-03-24 02:45:00,rb888,sell,3143.0,1,3.1430000000000002,-11.0,close
2026-03-25 02:30:00,rb888,sell,3134.0,1,3.1340000000000003,0.0,
